,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr
16391,PAS fold,Phosphopantetheine attachment site,2,4419,138,0.8794873947720204,0.9037901129019962
16392,Phosphopantetheine attachment site,zinc-ribbon domain,2,138,84,0.0022195420126370877,0.004200775303917352
16393,Phosphopantetheine attachment site,Tetratricopeptide repeat,6,138,1407,0.0011294525470946675,0.002350884871781401
16394,Phosphopantetheine attachment site,Trypsin-like peptidase domain,2,138,161,0.007870406688486957,0.012372568927077077
16395,CHAT domain,Phosphopantetheine attachment site,2,163,138,0.008059189313160122,0.012625188076991579
16396,Phosphopantetheine attachment site,Protein kinase domain,2,138,773,0.13248660005517646,0.1538159010399795
16397,CHASE domain,Phosphopantetheine attachment site,2,341,138,0.0322028896096784,0.04298083839783891
16398,Biotin-requiring enzyme,Helix-turn-helix domain,2,50,2115,0.13016653170570033,0.1513072507352578
16399,AraC-binding-like domain,Biotin-requiring enzyme,2,38,50,6.0200664274781794e-05,0.00020070447197833975
16400,Biotin-requiring enzyme,PAS domain,2,50,3511,0.27962109959646864,0.30633281108170934
16401,Biotin-requiring enzyme,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2,50,6352,0.5666136215051434,0.5957120990421442
16402,Biotin-requiring enzyme,Histidine kinase,2,50,960,0.03314584362985079,0.044122616927472144
16403,Biotin-requiring enzyme,PAS fold,2,50,4419,0.3784431183793021,0.4070044917678576
16404,Biotin-requiring enzyme,zinc-ribbon domain,2,50,84,0.00029592715732659275,0.0007542075473982448
16405,Biotin-requiring enzyme,Tetratricopeptide repeat,6,50,1407,3.885587702756994e-06,1.981803081645446e-05
16406,Biotin-requiring enzyme,Trypsin-like peptidase domain,2,50,161,0.0010775544647527971,0.0022590077732630625
16407,Biotin-requiring enzyme,CHAT domain,2,50,163,0.001104158948388512,0.002304268729897988
16408,Biotin-requiring enzyme,Protein kinase domain,2,50,773,0.02224794281652516,0.030844891619772746
16409,Biotin-requiring enzyme,CHASE domain,2,50,341,0.004687669981170085,0.007933099981640762
16410,Glycosyl hydrolase family 45,NlpC/P60 family,2,18,257,0.00034858345297884087,0.0008668262245632582
16411,Glycosyl hydrolase family 9,NlpC/P60 family,2,29,257,0.0009148153584500317,0.0019561155291283666
16412,Bacterial SH3 domain,Glycosyl hydrolase family 45,2,295,18,0.0004584159212130465,0.0010938380940364457
16413,Bacterial SH3 domain,Glycosyl hydrolase family 9,2,295,29,0.0012010793059559122,0.0024797520528457707
16414,Bacterial Ig-like domain (group 3),Right handed beta helix region,1,275,340,0.42631874055458097,0.45536690765818116
16415,Bacterial Ig-like domain (group 3),Periplasmic copper-binding protein (NosD),1,275,207,0.2869317527604917,0.31387619573741865
16416,Repeat of unknown function (DUF5648),Right handed beta helix region,1,59,340,0.11231862004720271,0.13229348372064997
16417,Periplasmic copper-binding protein (NosD),Repeat of unknown function (DUF5648),1,207,59,0.06994173756692823,0.08606708966680801
16418,Beta helix repeat,Right handed beta helix region,1,6,340,0.012041187789777084,0.01791191654167056
16419,Beta helix repeat,Periplasmic copper-binding protein (NosD),1,6,207,0.007345429200037859,0.0116634495138368
16420,Bacterial TSP3 repeat,CHU_C Type IX secretion signal domain,3,217,508,0.02845791184739393,0.03844402477907777
16421,CHU_C Type IX secretion signal domain,Right handed beta helix region,5,508,340,0.003929117156960193,0.006833405286774828
16422,Bacterial cadherin-like domain,CHU_C Type IX secretion signal domain,4,109,508,0.0003530947799080635,0.0008764634770899195
16423,Nidogen-like,SprB repeat,1,75,345,0.14246135794951906,0.16419584717515082
16424,SprB repeat,Thrombospondin type 3 repeat,3,345,179,0.006124242982919734,0.009968587905048518
16425,Bacterial TSP3 repeat,SprB repeat,4,217,345,0.001099898034034536,0.00229630368030413
16426,Right handed beta helix region,SprB repeat,4,340,345,0.005506318475333753,0.009102506165212345
16427,Bacterial cadherin-like domain,SprB repeat,4,109,345,8.096851784560421e-05,0.0002551335025134956
16428,"Terminase large subunit, T4likevirus-type, N-terminal",Toprim domain,1,21,353,0.043069756724821245,0.05559009736573838
16429,HEPN domain,"Terminase large subunit, T4likevirus-type, N-terminal",2,24,21,4.0727484208518685e-06,2.062508427576637e-05
16430,Nucleotidyltransferase domain,"Terminase large subunit, T4likevirus-type, N-terminal",2,59,21,2.5181783694058997e-05,9.6799357025852e-05
16431,Protein of unknown function (DUF2726),"Terminase large subunit, T4likevirus-type, N-terminal",1,6,21,0.0007472467178348149,0.0016505523325147386
16432,Terminase RNaseH-like domain,Toprim domain,1,13,353,0.026884781976829215,0.03656012081123957
16433,C-terminal repeat of topoisomerase,Terminase RNaseH-like domain,1,42,13,0.0032343069416574583,0.00578209965698178
16434,DNA topoisomerase,Terminase RNaseH-like domain,1,145,13,0.011125226876762494,0.016710468991051726
16435,HEPN domain,Terminase RNaseH-like domain,2,24,13,1.513788401561543e-06,8.846976477978527e-06
16436,Nucleotidyltransferase domain,Terminase RNaseH-like domain,2,59,13,9.370113217114171e-06,4.210474258449342e-05
16437,AAA domain,Terminase RNaseH-like domain,1,1791,13,0.12965486702745915,0.15079926117465176
16438,Protein of unknown function (DUF2726),Terminase RNaseH-like domain,1,6,13,0.0004626361879612123,0.001101938539162998
16439,Peptidase family M20/M25/M40,Ribosomal RNA large subunit methyltransferase N-terminal domain,1,45,16,0.004262896240572541,0.0073215304897681225
16440,Peptidase dimerisation domain,Ribosomal RNA large subunit methyltransferase N-terminal domain,1,45,16,0.004262896240572541,0.0073215304897681225
16441,4Fe-4S single cluster domain,Ribosomal RNA large subunit methyltransferase N-terminal domain,5,327,16,1.1434226444654914e-10,1.6591263171658224e-09
16442,CHU_C Type IX secretion signal domain,von Willebrand factor type A domain,2,508,346,0.27998563714745406,0.3066996725629322
16443,SprB repeat,von Willebrand factor type A domain,2,345,346,0.15842836401972293,0.1811348234910595
16444,GDSL-like Lipase/Acylhydrolase family,"L,D-transpeptidase catalytic domain",2,268,166,0.029072001570035925,0.039201889687207045
16445,GDSL-like Lipase/Acylhydrolase family,GDSL-like Lipase/Acylhydrolase family,2,268,268,0.0684238758012673,0.08441530309921265
16446,Divergent InlB B-repeat domain,GDSL-like Lipase/Acylhydrolase family,4,1034,268,0.08422825686612591,0.1019187539338065
16447,Family of unknown function (DUF6017),Helix-turn-helix domain,1,72,2115,0.5971845287915615,0.6262290547633186
16448,Helix-turn-helix domain,ROS/MUCR transcriptional regulator protein,2,2115,12,0.00955288877578127,0.014617411471681295
16449,Helix-turn-helix domain,Winged helix-turn-helix DNA-binding,2,2115,131,0.4904158054388865,0.5197769034322547
16450,Bacterial Peptidase A24 N-terminal domain,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus",2,14,8,1.7928869476337504e-07,1.3725110483607205e-06
16451,Bacterial Peptidase A24 N-terminal domain,Proton-conducting membrane transporter,2,14,26,2.0792525082866586e-06,1.1597708150483746e-05
16452,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus",Type IV leader peptidase family,2,8,14,1.7928869476337504e-07,1.3725110483607205e-06
16453,Proton-conducting membrane transporter,Type IV leader peptidase family,2,26,14,2.0792525082866586e-06,1.1597708150483746e-05
16454,Bacterial dnaA  protein,Helicase conserved C-terminal domain,2,78,8058,0.892333160412564,0.9160347908773006
16455,Bacterial dnaA  protein,SNF2-related domain,2,78,122,0.0015049146832355766,0.00300706618721125
16456,Bacterial dnaA protein helix-turn-helix,Helicase conserved C-terminal domain,2,49,8058,0.6862151628992266,0.7150567415848061
16457,Bacterial dnaA protein helix-turn-helix,SNF2-related domain,2,49,122,0.0005974786768523706,0.001366298009431151
16458,7TM diverse intracellular signalling,"Diguanylate cyclase, GGDEF domain",2,97,2991,0.5153343963477196,0.5445962032751609
16459,CHASE4 domain,"Diguanylate cyclase, GGDEF domain",1,50,2991,0.5915028043871025,0.6205227542522637
16460,7TM diverse intracellular signalling,"Protein of unknown function, DUF484",2,97,51,0.00041021504434421007,0.000996828824997677
16461,Adenylate and Guanylate cyclase catalytic domain,"Protein of unknown function, DUF484",2,212,51,0.0019272436435925086,0.003723915224610999
16462,CHASE4 domain,"Protein of unknown function, DUF484",1,50,51,0.01501791434139144,0.021736856475028276
16463,HAMP domain,"Protein of unknown function, DUF484",1,2068,51,0.46721116431073173,0.496429868676927
16464,"HTH-type transcriptional regulator Rgg, C-terminal domain","HTH-type transcriptional regulator Rgg, C-terminal domain",1,73,73,0.031131875407728632,0.04167511250845558
16465,"Iron dependent repressor, N-terminal DNA binding domain",Mechanosensitive ion channel porin domain,1,92,48,0.025867350079673793,0.03532522274601513
16466,"Iron dependent repressor, metal binding and dimerisation domain",Mechanosensitive ion channel porin domain,1,92,48,0.025867350079673793,0.03532522274601513
16467,"Iron dependent repressor, N-terminal DNA binding domain","Mechanosensitive ion channel, transmembrane helices 2/3",1,92,36,0.019463242331402678,0.027401202538735833
16468,"Iron dependent repressor, metal binding and dimerisation domain","Mechanosensitive ion channel, transmembrane helices 2/3",1,92,36,0.019463242331402678,0.027401202538735833
16469,"Iron dependent repressor, N-terminal DNA binding domain",Mechanosensitive ion channel inner membrane domain 1,1,92,48,0.025867350079673793,0.03532522274601513
16470,"Iron dependent repressor, metal binding and dimerisation domain",Mechanosensitive ion channel inner membrane domain 1,1,92,48,0.025867350079673793,0.03532522274601513
16471,"Iron dependent repressor, N-terminal DNA binding domain","Mechanosensitive ion channel MscS, C-terminal",1,92,38,0.020533478156730824,0.028731862207939586
16472,"Iron dependent repressor, metal binding and dimerisation domain","Mechanosensitive ion channel MscS, C-terminal",1,92,38,0.020533478156730824,0.028731862207939586
16473,"Iron dependent repressor, N-terminal DNA binding domain","Mechanosensitive ion channel, beta-domain",1,92,46,0.024802879215923817,0.034027014994879555
16474,"Iron dependent repressor, metal binding and dimerisation domain","Mechanosensitive ion channel, beta-domain",1,92,46,0.024802879215923817,0.034027014994879555
16475,"Arginine repressor, DNA binding domain","Ribosomal proteins L26 eukaryotic, L24P archaeal",2,36,12,2.9226556364887774e-06,1.54966681998874e-05
16476,"Arginine repressor, DNA binding domain",KOW motif,2,36,53,6.068611440530412e-05,0.00020186724381571322
16477,"Arginine repressor, DNA binding domain",Reverse transcriptase (RNA-dependent DNA polymerase),2,36,1632,0.04750695272351103,0.06070707999901351
16478,"Arginine repressor, DNA binding domain",CRISPR-associated endoribonuclease Cas6,2,36,653,0.008651342608769168,0.01342064754456599
16479,ATPase family associated with various cellular activities (AAA),"Arginine repressor, DNA binding domain",2,430,36,0.0038617477483232554,0.006730362384257744
16480,"Arginine repressor, DNA binding domain",Peptidase family M41,2,36,121,0.00031681778286203285,0.0007990779819758787
16481,"Arginine repressor, C-terminal domain","Ribosomal proteins L26 eukaryotic, L24P archaeal",2,36,12,2.9226556364887774e-06,1.54966681998874e-05
16482,"Arginine repressor, C-terminal domain",KOW motif,2,36,53,6.068611440530412e-05,0.00020186724381571322
16483,"Arginine repressor, C-terminal domain",Reverse transcriptase (RNA-dependent DNA polymerase),2,36,1632,0.04750695272351103,0.06070707999901351
16484,"Arginine repressor, C-terminal domain",CRISPR-associated endoribonuclease Cas6,2,36,653,0.008651342608769168,0.01342064754456599
16485,ATPase family associated with various cellular activities (AAA),"Arginine repressor, C-terminal domain",2,430,36,0.0038617477483232554,0.006730362384257744
16486,"Arginine repressor, C-terminal domain",Peptidase family M41,2,36,121,0.00031681778286203285,0.0007990779819758787
16487,FAD binding domain,"Oxidoreductase family, NAD-binding Rossmann fold",2,48,82,0.0002598593708945602,0.0006757781677759806
16488,Berberine and berberine like,"Oxidoreductase family, NAD-binding Rossmann fold",2,26,82,7.539324193609376e-05,0.00024020124245186612
16489,FAD binding domain,"Oxidoreductase family, C-terminal alpha/beta domain",2,48,70,0.00018937976001544247,0.0005180321865113514
16490,Berberine and berberine like,"Oxidoreductase family, C-terminal alpha/beta domain",2,26,70,5.4887708300948524e-05,0.00018684773535375577
16491,Binding-protein-dependent transport system inner membrane component,HAMP domain,4,100,2068,0.03510633417695749,0.046433421082130756
16492,"Binding-prot-dependent transport system membrane comp, N-term",HAMP domain,1,22,2068,0.23782694002940483,0.2636330691571331
16493,HAMP domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),3,2068,1051,0.999776492284718,1.0
16494,Divergent InlB B-repeat domain,HAMP domain,3,1034,2068,0.999732192689128,1.0
16495,HAMP domain,Voltage gated chloride channel,1,2068,79,0.6229550716191783,0.6516995707497976
16496,Binding-protein-dependent transport system inner membrane component,Methyl-accepting chemotaxis protein (MCP) signalling domain,4,100,1280,0.007294795972295343,0.011594626513886602
16497,"Binding-prot-dependent transport system membrane comp, N-term",Methyl-accepting chemotaxis protein (MCP) signalling domain,1,22,1280,0.1543935481633074,0.17684441587484528
16498,Listeria-Bacteroides repeat domain (List_Bact_rpt),Methyl-accepting chemotaxis protein (MCP) signalling domain,3,1051,1280,0.9864827820412475,1.0
16499,Divergent InlB B-repeat domain,Methyl-accepting chemotaxis protein (MCP) signalling domain,3,1034,1280,0.9850379582720288,1.0
16500,Methyl-accepting chemotaxis protein (MCP) signalling domain,Voltage gated chloride channel,1,1280,79,0.4524503042830897,0.4815377260480464
16501,Aminotransferase class I and II,"Bacterial regulatory proteins, gntR family",4,120,357,0.0001338720551320387,0.0003860631079449323
16502,Aminotransferase class I and II,Aminotransferase class I and II,2,120,120,0.003396471994161309,0.006037037000195426
16503,Helix-turn-helix domain,P22AR C-terminal domain,2,2115,14,0.01295461136270243,0.01910029229510825
16504,"BRO family, N-terminal domain",Helix-turn-helix domain,2,60,2115,0.17377570030566064,0.19702583512749602
16505,Flagella basal body rod protein,"Initiator Replication protein, WH1",2,20,4247,0.08940584463618721,0.10761072527751575
16506,Flagella basal body rod protein,"Initiator Rep protein, WH2",2,20,4247,0.08940584463618721,0.10761072527751575
16507,2Fe-2S iron-sulfur cluster binding domain,Pyridine nucleotide-disulphide oxidoreductase,2,68,91,0.0006415150657344942,0.0014517464172258
16508,4Fe-4S dicluster domain,Pyridine nucleotide-disulphide oxidoreductase,2,118,91,0.0019101781788800158,0.003697505542473515
16509,2Fe-2S iron-sulfur cluster binding domain,NAD(P)-binding Rossmann-like domain,2,68,12,1.0554585693050302e-05,4.656222922449351e-05
16510,4Fe-4S dicluster domain,NAD(P)-binding Rossmann-like domain,2,118,12,3.192027092543004e-05,0.00011796522643880552
16511,"L,D-transpeptidase catalytic domain",SusD family,2,166,191,0.015485602711633685,0.022331971493126636
16512,Divergent InlB B-repeat domain,"L,D-transpeptidase catalytic domain",2,1034,166,0.270973233989399,0.29755249916084986
16513,"L,D-transpeptidase catalytic domain",Starch-binding associating with outer membrane,2,166,191,0.015485602711633685,0.022331971493126636
16514,HTH domain,Toprim-like,2,424,649,0.4861211287545269,0.5154100389322814
16515,CHC2 zinc finger,HTH domain,2,435,424,0.29891519066966826,0.3261050703042648
16516,Toprim-like,WYL domain,2,649,532,0.6078619406440824,0.6368121470688398
16517,CHC2 zinc finger,WYL domain,2,435,532,0.39912968998525006,0.4279168619633421
16518,CarD-like/TRCF RID domain,Helix-hairpin-helix motif,1,21,349,0.04259176391442466,0.05504186890365991
16519,Helix-hairpin-helix motif,UvrB interaction domain,1,349,23,0.04655254100623761,0.059642288269779735
16520,CarD-like/TRCF RID domain,PHP domain,1,21,80,0.009919674707476123,0.015101539826717993
16521,PHP domain,UvrB interaction domain,1,80,23,0.010859322327508747,0.016356221428168588
16522,PHP domain,Recombination protein O C terminal,2,80,127,0.001712359530164609,0.003362117368266415
16523,PHP domain,Recombination protein O N terminal,2,80,127,0.001712359530164609,0.003362117368266415
16524,Bacterial DNA polymerase III alpha NTPase domain,CarD-like/TRCF RID domain,1,90,21,0.01115302430465476,0.0167431541940217
16525,Bacterial DNA polymerase III alpha NTPase domain,UvrB interaction domain,1,90,23,0.012208779708860107,0.018128613144710985
16526,Bacterial DNA polymerase III alpha NTPase domain,Recombination protein O C terminal,2,90,127,0.0021595988678673067,0.004097311558398971
16527,Bacterial DNA polymerase III alpha NTPase domain,Recombination protein O N terminal,2,90,127,0.0021595988678673067,0.004097311558398971
16528,Bacterial DNA polymerase III alpha subunit finger domain,CarD-like/TRCF RID domain,1,108,21,0.013369367129206229,0.01962783329527103
16529,Bacterial DNA polymerase III alpha subunit finger domain,UvrB interaction domain,1,108,23,0.014633366529101853,0.021264608877801603
16530,Bacterial DNA polymerase III alpha subunit finger domain,Recombination protein O C terminal,2,108,127,0.003088190669261168,0.005550636167273398
16531,Bacterial DNA polymerase III alpha subunit finger domain,Recombination protein O N terminal,2,108,127,0.003088190669261168,0.005550636167273398
16532,"Glycoside hydrolase family 95, C-terminal domain",HipA N-terminal domain,6,12,351,7.139285388955036e-14,1.524989710613877e-12
16533,"Glycosyl hydrolase family 65, C-terminal domain",HipA N-terminal domain,6,12,351,7.139285388955036e-14,1.524989710613877e-12
16534,"Glycosyl hydrolase family 65, N-terminal domain",HipA N-terminal domain,6,12,351,7.139285388955036e-14,1.524989710613877e-12
16535,"Glycoside hydrolase family 95, C-terminal domain",HipA-like C-terminal domain,6,12,351,7.139285388955036e-14,1.524989710613877e-12
16536,"Glycosyl hydrolase family 65, C-terminal domain",HipA-like C-terminal domain,6,12,351,7.139285388955036e-14,1.524989710613877e-12
16537,"Glycosyl hydrolase family 65, N-terminal domain",HipA-like C-terminal domain,6,12,351,7.139285388955036e-14,1.524989710613877e-12
16538,"Diguanylate cyclase, GGDEF domain","Transcriptional regulator SbtR-like, C-terminal domain",2,2991,12,0.01845800199987913,0.02615336855694516
16539,MASE1,"Transcriptional regulator SbtR-like, C-terminal domain",2,70,12,1.118845847118439e-05,4.895257942475007e-05
16540,"Bacterial regulatory proteins, tetR family","Transcriptional regulator SbtR-like, C-terminal domain",2,392,12,0.00035055472758724885,0.0008707856922539097
16541,"Tetracyclin repressor-like, C-terminal domain","Transcriptional regulator SbtR-like, C-terminal domain",2,261,12,0.00015601148796339398,0.0004392496645723172
16542,DeoR C terminal sensor domain,ROK family,2,141,51,0.0008622254625906808,0.0018609849572012013
16543,DeoR C terminal sensor domain,MarR family,2,141,115,0.004280347615444832,0.007349061500004383
16544,Helicase conserved C-terminal domain,PilZ domain,1,8058,26,0.7201905999772525,0.7488750835167036
16545,Helicase conserved C-terminal domain,TLD,2,8058,12,0.10976284435521748,0.12947494624524114
16546,BTB/POZ domain,Helicase conserved C-terminal domain,2,12,8058,0.10976284435521748,0.12947494624524114
16547,Helicase conserved C-terminal domain,MCM AAA-lid domain,1,8058,45,0.8896960713081284,0.913509070733845
16548,Helicase conserved C-terminal domain,MCM P-loop domain,1,8058,66,0.9605805615016682,0.9802637347456701
16549,Helicase conserved C-terminal domain,MCM OB domain,1,8058,66,0.9605805615016682,0.9802637347456701
16550,PilZ domain,SNF2-related domain,1,26,122,0.018649337766653326,0.026395534054424727
16551,Response regulator receiver domain,SNF2-related domain,1,4193,122,0.9537704379117912,0.9740744514818781
16552,SNF2-related domain,TLD,2,122,12,3.412519955311649e-05,0.00012453348943872045
16553,BTB/POZ domain,SNF2-related domain,2,12,122,3.4125199553116506e-05,0.00012453348943872045
16554,MCM AAA-lid domain,SNF2-related domain,1,45,122,0.03205916195251111,0.04281941035411615
16555,MCM P-loop domain,SNF2-related domain,1,66,122,0.0466691817330824,0.05976950577237193
16556,MCM OB domain,SNF2-related domain,1,66,122,0.0466691817330824,0.05976950577237193
16557,CheW-like domain,PPIC-type PPIASE domain,1,18,145,0.015371354371682019,0.022182683859803817
16558,PPIC-type PPIASE domain,PPIC-type PPIASE domain,2,145,145,0.007078017496258994,0.011277812111439255
16559,PPIC-type PPIASE domain,SurA-like N-terminal domain,4,145,141,7.560033872761857e-06,3.500197500830652e-05
16560,CheW-like domain,SurA-like N-terminal domain,1,18,141,0.01495032675594283,0.02166430067507393
16561,SurA-like N-terminal domain,SurA-like N-terminal domain,2,141,141,0.006354259753041496,0.01028792020308817
16562,Insulinase (Peptidase family M16),Periplasmic binding protein-like domain,2,70,230,0.004210980454347269,0.007246811723224176
16563,Peptidase M16 inactive domain,Periplasmic binding protein-like domain,2,98,230,0.008082795477987556,0.012656415153225953
16564,"Bacterial regulatory proteins, lacI family",Insulinase (Peptidase family M16),2,405,70,0.012485462810803072,0.018491649204138323
16565,"Bacterial regulatory proteins, lacI family",Peptidase M16 inactive domain,2,405,98,0.023516435369694517,0.0324599021454722
16566,"Bacterial regulatory proteins, luxR family",MASE1,2,639,70,0.029240133358927008,0.039397067842386904
16567,"Bacterial regulatory proteins, luxR family","Resolvase, N terminal domain",2,639,700,0.7440081202656935,0.7722043922665267
16568,"Bacterial regulatory proteins, luxR family",Protein of unknown function (DUF1612),2,639,24,0.003746762689517916,0.006564064488429084
16569,"Bacterial regulatory proteins, luxR family",HTH DNA binding domain,2,639,24,0.003746762689517916,0.006564064488429084
16570,EAL domain,NB-ARC domain,2,1711,163,0.4936393559365012,0.5229521960599978
16571,MASE1,NB-ARC domain,2,70,163,0.0021493357574909233,0.004080600078747574
16572,NB-ARC domain,Protein of unknown function (DUF1612),2,163,24,0.00025291699465981616,0.0006612169299002426
16573,HTH DNA binding domain,NB-ARC domain,2,24,163,0.00025291699465981616,0.0006612169299002426
16574,ATP-NAD kinase C-terminal domain,Enoyl-CoA hydratase/isomerase,1,34,14,0.002820179022006128,0.005141319135780349
16575,ATP-NAD kinase N-terminal domain,Enoyl-CoA hydratase/isomerase,1,34,14,0.002820179022006128,0.005141319135780349
16576,AMP-binding enzyme,Enoyl-CoA hydratase/isomerase,2,125,14,4.934978301279063e-05,0.0001704151481407246
16577,AMP-binding enzyme C-terminal domain,Enoyl-CoA hydratase/isomerase,2,119,14,4.472045006429817e-05,0.00015635521575574796
16578,ATP-NAD kinase C-terminal domain,"Formyl transferase, C-terminal domain",1,34,44,0.00883744972735253,0.01366015907994829
16579,ATP-NAD kinase N-terminal domain,"Formyl transferase, C-terminal domain",1,34,44,0.00883744972735253,0.01366015907994829
16580,AMP-binding enzyme,"Formyl transferase, C-terminal domain",2,125,44,0.0005055976191696764,0.001187037807604337
16581,AMP-binding enzyme C-terminal domain,"Formyl transferase, C-terminal domain",2,119,44,0.00045849469270270714,0.0010938380940364457
16582,ATP-NAD kinase C-terminal domain,Formyl transferase,1,34,44,0.00883744972735253,0.01366015907994829
16583,ATP-NAD kinase N-terminal domain,Formyl transferase,1,34,44,0.00883744972735253,0.01366015907994829
16584,AMP-binding enzyme,Formyl transferase,2,125,44,0.0005055976191696764,0.001187037807604337
16585,AMP-binding enzyme C-terminal domain,Formyl transferase,2,119,44,0.00045849469270270714,0.0010938380940364457
16586,"Arginine repressor, DNA binding domain",OB-fold nucleic acid binding domain,2,36,117,0.0002962920889025952,0.0007547654949167132
16587,"Arginine repressor, DNA binding domain","Exonuclease VII, large subunit",2,36,12,2.9226556364887774e-06,1.54966681998874e-05
16588,"Arginine repressor, C-terminal domain",OB-fold nucleic acid binding domain,2,36,117,0.0002962920889025952,0.0007547654949167132
16589,"Arginine repressor, C-terminal domain","Exonuclease VII, large subunit",2,36,12,2.9226556364887774e-06,1.54966681998874e-05
16590,Chaperone of endosialidase,Thioester domain,2,64,115,0.0009047386740652328,0.0019385784003779086
16591,Glycine-rich domain,Thioester domain,2,23,115,0.00011563670442160364,0.00034240586242667884
16592,Chaperone of endosialidase,Prealbumin-like fold domain,2,64,694,0.028840943702544888,0.03891062201079999
16593,Glycine-rich domain,Prealbumin-like fold domain,2,23,694,0.004043441290137453,0.006997508834631078
16594,Cupin domain,Fimbrial assembly protein (PilN),2,82,4,1.4015946251843632e-06,8.27549173756056e-06
16595,Cupin domain,"Type II secretion system (T2SS), protein L",2,82,16,2.7925676488860983e-05,0.000105330027865775
16596,Fimbrial assembly protein (PilN),Helix-turn-helix,2,4,716,0.00010748842668518165,0.0003224808761708506
16597,MutL C terminal dimerisation domain,"Type III restriction enzyme, res subunit",1,95,1671,0.6119748574371131,0.6406989431507437
16598,"DNA mismatch repair protein, C-terminal domain","Type III restriction enzyme, res subunit",1,95,1671,0.6119748574371131,0.6406989431507437
16599,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","Type III restriction enzyme, res subunit",1,6352,1671,1.0,1.0
16600,AAA ATPase domain,"Type III restriction enzyme, res subunit",1,269,1671,0.9315742275031477,0.9533835033697577
16601,"CDC6, C terminal winged helix domain","Type III restriction enzyme, res subunit",1,231,1671,0.9000288700553518,0.923476426465587
16602,Helicase conserved C-terminal domain,MutL C terminal dimerisation domain,1,8058,95,0.9904830929066472,1.0
16603,"DNA mismatch repair protein, C-terminal domain",Helicase conserved C-terminal domain,1,95,8058,0.9904830929066472,1.0
16604,AAA ATPase domain,Helicase conserved C-terminal domain,2,269,8058,0.9999727670323879,1.0
16605,"CDC6, C terminal winged helix domain",Helicase conserved C-terminal domain,1,231,8058,0.9999879074278734,1.0
16606,Choline-binding repeat,Type I phosphodiesterase / nucleotide pyrophosphatase,2,1581,48,0.07472132254602065,0.0913236071807583
16607,Transglutaminase-like superfamily,Type I phosphodiesterase / nucleotide pyrophosphatase,2,211,48,0.0016934607356988022,0.0033300701504559325
16608,Lectin like domain,Type I phosphodiesterase / nucleotide pyrophosphatase,2,74,48,0.00021165344798809003,0.0005682106393209216
16609,Papain family cysteine protease,Type I phosphodiesterase / nucleotide pyrophosphatase,2,46,48,8.151757341165206e-05,0.00025626298855842364
16610,PKD domain,Type I phosphodiesterase / nucleotide pyrophosphatase,2,458,48,0.007649938917648555,0.012082941486534198
16611,Chitinase class I,Type I phosphodiesterase / nucleotide pyrophosphatase,2,42,48,6.786250248986491e-05,0.00022090569332225077
16612,Chitin recognition protein,Type I phosphodiesterase / nucleotide pyrophosphatase,2,189,48,0.0013634055993649898,0.002760859619828606
16613,Bacterial Ig-like domain (group 2),Papain family cysteine protease,2,916,46,0.02607236282728889,0.03557465000526939
16614,Bacterial Ig-like domain (group 2),Chitinase class I,2,916,42,0.021999605680276278,0.03055796363368753
16615,MerR HTH family regulatory protein,Rx N-terminal domain,2,106,42,0.0003317457511869725,0.000831253865401482
16616,Cupin,MerR HTH family regulatory protein,2,20,106,7.387222992314195e-05,0.00023641171616170967
16617,MerR HTH family regulatory protein,TIR domain,2,106,135,0.0033547666060775197,0.005973177397215609
16618,GyrI-like small molecule binding domain,Rx N-terminal domain,2,106,42,0.0003317457511869725,0.000831253865401482
16619,Cupin,GyrI-like small molecule binding domain,2,20,106,7.387222992314195e-05,0.00023641171616170967
16620,GyrI-like small molecule binding domain,TIR domain,2,106,135,0.0033547666060775197,0.005973177397215609
16621,PAS domain,Protein of unknown function (DUF3365),16,3511,115,2.5995670507964557e-09,2.9468885915196445e-08
16622,GAF domain,Protein of unknown function (DUF3365),8,2663,115,0.00050995675632237,0.0011957786176545297
16623,"Bacterial extracellular solute-binding proteins, family 3",Protein of unknown function (DUF3365),4,263,115,3.494011334705421e-05,0.00012688035189270107
16624,Bacterial Ig-like domain (group 3),SdrD B-like domain,1,275,199,0.27754542249293174,0.3042039067525232
16625,Domain of unknown function (DUF2341),SdrD B-like domain,2,36,199,0.000850775057577041,0.0018418464941388835
16626,Concanavalin A-like lectin/glucanases superfamily,SdrD B-like domain,2,538,199,0.13332663583675838,0.15470229232304453
16627,SdrD B-like domain,T-Q ester bond containing domain,2,199,174,0.018271624843259424,0.025919483183594615
16628,Bacterial Ig domain,Domain of unknown function (DUF2341),2,801,36,0.012766765624720516,0.01885425418344019
16629,Bacterial Ig domain,Concanavalin A-like lectin/glucanases superfamily,8,801,538,0.0046453471089007445,0.007869231703321374
16630,Bacterial Ig-like domain (group 3),C-terminus of bacterial fibrinogen-binding adhesin,1,275,60,0.09333283323072515,0.11187495609922922
